Gene1	Gene2	SysName1	SysName2	Name1	Name2	bOp	pOp	Sep	MOGScore	GOScore	COGSim	ExprSim
15662	15663	b1540	b1541	ydfH	ydfZ	FALSE	0.003	177.000	0.000	NA		0.143
15664	3446180	b1542	b4600	ydfI	ydfJ	TRUE	0.650	89.000	0.000	NA		0.681
15666	15667	b1544	b1545	ydfK	pinQ	FALSE	0.215	317.000	0.000	NA		0.661
15668	15669	b1546	b1547	tfaQ	stfQ	TRUE	0.969	0.000	0.000	NA		0.507
15669	15670	b1547	b1548	stfQ	nohA	TRUE	0.964	-7.000	0.000	NA		0.598
1936532	15671	b4533	b1549	ynfO	ydfO	TRUE	0.819	58.000	0.000	NA		0.732
15672	15673	b1550	b1551	b1550	b1551	FALSE	0.003	172.000	0.000	NA		0.021
15673	15674	b1551	b1552	b1551	cspI	FALSE	0.200	346.000	0.000	NA		0.673
15674	15675	b1552	b1553	cspI	ydfP	FALSE	0.016	363.000	0.000	NA		0.291
15675	7497350	b1553	b4689	ydfP	rzoQ	TRUE	0.680	-304.000	0.000	NA		NA
7497350	15676	b4689	b1554	rzoQ	ydfQ	FALSE	0.062	190.000	0.000	NA		NA
15676	15677	b1554	b1555	ydfQ	ydfR	TRUE	0.966	-3.000	0.000	NA		0.531
15677	15678	b1555	b1556	ydfR	b1556	TRUE	0.948	5.000	0.000	NA		0.437
15678	15679	b1556	b1557	b1556	cspB	FALSE	0.001	754.000	0.000	NA		0.168
15681	15682	b1559	b1560	b1559	ydfU	TRUE	0.803	14.000	0.000	NA		0.339
15682	15683	b1560	b1561	ydfU	rem	FALSE	0.093	347.000	0.000	NA		0.467
15683	15684	b1561	b1562	rem	hokD	FALSE	0.030	217.000	0.000	NA		0.288
15684	15685	b1562	b1563	hokD	relE	TRUE	0.686	72.000	0.000	NA		0.617
15685	15686	b1563	b1564	relE	relB	TRUE	0.988	0.000	0.000	NA	N	0.879
15687	15688	b1565	b1566	ydfV	flxA	FALSE	0.011	203.000	0.000	NA		0.225
15689	15690	b1567	b1568	intK	ydfX	TRUE	0.850	2.000	0.000	NA		0.318
15690	15691	b1568	b1569	ydfX	dicC	TRUE	0.920	-16.000	0.000	NA		0.480
15692	15693	b1570	b1571	dicA	ydfA	FALSE	0.004	167.000	0.000	NA		0.129
15693	15694	b1571	b1572	ydfA	ydfB	TRUE	0.918	2.000	0.000	NA		0.386
15694	15695	b1572	b1573	ydfB	ydfC	TRUE	0.708	30.000	0.000	NA		0.385
15695	1936540	b1573	b1574	ydfC	dicF	FALSE	0.019	341.000	0.000	NA		0.303
1936540	15696	b1574	b1575	dicF	dicB	FALSE	0.086	175.000	0.000	NA		0.353
15696	15697	b1575	b1576	dicB	ydfD	TRUE	0.968	-3.000	0.000	NA		0.542
15697	15698	b1576	b1577	ydfD	ydfE	FALSE	0.435	93.000	0.000	NA		0.480
15698	15699	b1577	b1578	ydfE	insD	TRUE	0.814	3.000	0.000	NA		0.297
15699	15700	b1578	b1579	insD	intQ	FALSE	0.142	14.000	0.000	NA		0.127
15701	15702	b1580	b1581	rspB	rspA	TRUE	0.976	12.000	0.049	1.000	N	0.633
15702	15703	b1581	b1582	rspA	ynfA	FALSE	0.012	206.000	0.020	NA		0.247
15704	15705	b1583	b1584	ynfB	speG	TRUE	0.932	35.000	0.055	NA		0.769
15707	15708	b1586	b1587	b1586	ynfE	FALSE	0.138	199.000	0.304	NA		0.267
15708	15709	b1587	b1588	ynfE	ynfF	TRUE	0.969	61.000	0.231	0.001	Y	0.709
15709	15710	b1588	b1589	ynfF	ynfG	TRUE	0.999	11.000	0.667	0.059	Y	0.779
15710	15711	b1589	b1590	ynfG	ynfH	TRUE	0.991	2.000	0.333	1.000		0.562
15711	15712	b1590	b1591	ynfH	b1591	TRUE	0.727	43.000	0.125	1.000		0.399
15712	15713	b1591	b1592	b1591	b1592	FALSE	0.003	195.000	0.079	1.000		0.069
15714	15715	b1593	b1594	b1593	dgsA	FALSE	0.378	125.000	0.455	1.000	N	0.280
15715	15716	b1594	b1595	dgsA	ynfL	FALSE	0.453	135.000	0.408	1.000	Y	0.089
15717	15718	b1596	b1597	ynfM	asr	FALSE	0.005	424.000	0.000	NA		0.231
15718	3446181	b1597	b4601	asr	ydgU	TRUE	0.694	93.000	0.000	NA		0.838
3446181	15719	b4601	b1598	ydgU	ydgD	FALSE	0.524	100.000	0.000	NA		0.564
15720	15721	b1599	b1600	mdtI	mdtJ	TRUE	0.998	-13.000	0.869	0.088	Y	0.742
15723	15724	b1602	b1603	pntB	pntA	TRUE	0.999	11.000	0.745	0.001	Y	0.853
15725	15726	b1604	b1605	ydgH	ydgI	FALSE	0.003	186.000	0.143	NA		-0.320
15726	15727	b1605	b1606	ydgI	folM	TRUE	0.885	37.000	0.140	1.000	N	0.508
15729	15730	b1608	b1609	rstA	rstB	TRUE	0.996	4.000	0.181	1.000	Y	0.664
15730	15731	b1609	b1610	rstB	tus	FALSE	0.452	76.000	0.200	1.000		0.357
15732	15733	b1611	b1612	fumC	fumA	TRUE	0.819	143.000	0.000	0.001	Y	0.633
15734	15735	b1613	b1614	manA	ydgA	FALSE	0.438	101.000	0.778	NA		0.137
15736	15737	b1615	b1616	uidC	uidB	TRUE	0.817	39.000	0.375	1.000		0.319
15737	15738	b1616	b1617	uidB	uidA	TRUE	0.979	-3.000	0.235	1.000	Y	0.309
15738	15739	b1617	b1618	uidA	uidR	FALSE	0.001	391.000	0.000	1.000	N	0.188
15739	15740	b1618	b1619	uidR	hdhA	FALSE	0.002	221.000	0.000	1.000	N	0.108
15740	15741	b1619	b1620	hdhA	malI	FALSE	0.006	112.000	0.000	1.000	N	0.111
15742	15743	b1621	b1622	malX	malY	TRUE	0.972	10.000	0.531	1.000	N	0.312
15743	15744	b1622	b1623	malY	add	FALSE	0.086	104.000	0.132	1.000	N	0.177
1936552	15746	b4409	b1625	blr	ydgT	FALSE	0.201	273.000	0.000	NA		0.576
15746	15747	b1625	b1626	ydgT	b1626	TRUE	0.644	86.000	0.120	NA		0.572
15747	15748	b1626	b1627	b1626	rsxA	TRUE	0.774	77.000	0.148	NA		0.699
15748	15749	b1627	b1628	rsxA	rsxB	TRUE	0.999	0.000	0.564	0.059	Y	0.800
15749	15750	b1628	b1629	rsxB	rsxC	TRUE	0.998	-7.000	0.537	0.019	Y	0.672
15750	15751	b1629	b1630	rsxC	rsxD	TRUE	0.999	1.000	0.814	0.059	Y	0.677
15751	15752	b1630	b1631	rsxD	rsxG	TRUE	0.999	4.000	0.924	0.059	Y	0.616
15752	15753	b1631	b1632	rsxG	rsxE	TRUE	0.999	4.000	0.908	0.059	Y	0.615
15753	15754	b1632	b1633	rsxE	nth	TRUE	0.986	0.000	0.109	1.000	N	0.630
15754	15755	b1633	b1634	nth	tppB	FALSE	0.005	611.000	0.000	1.000	N	0.226
15755	15756	b1634	b1635	tppB	gst	FALSE	0.137	106.000	0.344	1.000	N	-0.259
15757	15758	b1636	b1637	pdxY	tyrS	TRUE	0.707	59.000	0.041	1.000	N	0.531
15758	15759	b1637	b1638	tyrS	pdxH	FALSE	0.518	129.000	0.054	1.000	N	0.606
15759	15760	b1638	b1639	pdxH	ydhA	FALSE	0.018	59.000	0.034	NA		0.151
15760	15761	b1639	b1640	ydhA	ydhH	FALSE	0.014	98.000	0.034	NA		0.211
15764	15765	b1643	b1644	ydhI	b1644	TRUE	0.976	3.000	0.412	NA		0.374
15765	15766	b1644	b1645	b1644	ydhK	TRUE	0.965	0.000	0.000	NA		0.483
15767	1936558	b1646	b1647	sodC	ydhF	TRUE	0.618	81.000	0.033	1.000		0.579
1936558	15769	b1647	b1648	ydhF	b1648	TRUE	0.787	49.000	0.045	NA		0.528
15770	15771	b1649	b1650	ydhM	nemA	TRUE	0.913	37.000	0.362	1.000	N	0.449
15771	15772	b1650	b1651	nemA	gloA	FALSE	0.400	81.000	0.057	1.000	N	0.425
15772	15773	b1651	b1652	gloA	rnt	FALSE	0.132	103.000	0.136	1.000	N	0.223
15773	15774	b1652	b1653	rnt	lhr	FALSE	0.183	93.000	0.000	0.013		0.205
15776	15777	b1655	b1656	ydhO	sodB	FALSE	0.006	128.000	0.015	1.000	N	0.055
15778	3446182	b1657	b4602	ydhP	ynhF	FALSE	0.064	166.000	0.000	NA		0.313
1936561	15782	b1660	b1661	ydhC	cfa	FALSE	0.002	291.000	0.000	1.000	N	0.126
1936563	1936564	b1665	b1666	valV	valW	TRUE	0.987	5.000	0.000	NA		0.848
1936564	15786	b1666	b1667	valW	ydhR	FALSE	0.007	108.000	0.000	NA		0.092
15786	15787	b1667	b1668	ydhR	ydhS	FALSE	0.006	126.000	0.000	NA		0.194
15788	15789	b1669	b1670	ydhT	ydhU	TRUE	0.985	4.000	0.222	NA		0.537
15789	15790	b1670	b1671	ydhU	ydhX	TRUE	0.997	-3.000	0.444	0.059	Y	0.518
15790	15791	b1671	b1672	ydhX	ydhW	FALSE	0.436	64.000	0.235	NA		0.280
15791	15792	b1672	b1673	ydhW	ydhV	TRUE	0.989	4.000	0.458	NA		0.483
15792	15793	b1673	b1674	ydhV	ydhY	TRUE	0.994	21.000	0.600	0.019	Y	0.480
15793	15794	b1674	b1675	ydhY	ydhZ	FALSE	0.001	455.000	0.000	NA		0.099
15795	15796	b1676	b1677	pykF	lpp	FALSE	0.015	311.000	0.000	1.000	N	0.258
15797	15798	b1678	b1679	ynhG	sufE	FALSE	0.484	149.000	0.069	NA		0.628
15798	15799	b1679	b1680	sufE	sufS	TRUE	0.988	13.000	0.183	NA		0.870
15799	15800	b1680	b1681	sufS	sufD	TRUE	0.991	-3.000	0.193	1.000	N	0.921
15800	15801	b1681	b1682	sufD	sufC	TRUE	0.996	-25.000	0.482	1.000	Y	0.928
15801	15802	b1682	b1683	sufC	ynhE	TRUE	0.998	10.000	0.466	1.000	Y	0.872
15802	15803	b1683	b1684	ynhE	sufA	TRUE	0.987	9.000	0.041	NA		0.867
15803	1936567	b1684	b4430	sufA	rydB	FALSE	0.013	327.000	0.000	NA		0.269
1936567	15804	b4430	b1685	rydB	ydiH	FALSE	0.508	154.000	0.000	NA		0.762
15804	15805	b1685	b1686	ydiH	ydiI	FALSE	0.092	100.000	0.032	NA		0.290
15805	15806	b1686	b1687	ydiI	ydiJ	TRUE	0.987	-3.000	0.129	NA	N	0.774
15807	1936568	b1688	b4431	ydiK	rprA	FALSE	0.228	186.000	0.000	NA		0.486
1936568	15808	b4431	b1689	rprA	b1689	TRUE	0.570	138.000	0.000	NA		0.783
15808	15809	b1689	b1690	b1689	ydiM	FALSE	0.433	100.000	0.095	1.000		0.443
15809	15810	b1690	b1691	ydiM	ydiN	FALSE	0.392	227.000	0.000	0.060	Y	0.429
15810	15811	b1691	b1692	ydiN	ydiB	TRUE	0.878	12.000	0.082	1.000	N	0.336
15811	15812	b1692	b1693	ydiB	aroD	TRUE	0.873	31.000	0.113	1.000	Y	0.265
15812	15813	b1693	b1694	aroD	ydiF	FALSE	0.005	143.000	0.019	1.000	N	0.067
15813	15814	b1694	b1695	ydiF	b1695	TRUE	0.995	14.000	0.500	1.000	Y	0.543
15816	15817	b1697	b1698	ydiQ	ydiR	TRUE	0.993	20.000	1.000	0.019	Y	0.389
15817	15818	b1698	b1699	ydiR	ydiS	TRUE	0.924	56.000	1.000	0.059	Y	0.154
15818	15819	b1699	b1700	ydiS	ydiT	TRUE	0.987	-3.000	0.400	0.059	Y	0.228
15819	15820	b1700	b1701	ydiT	fadK	FALSE	0.491	57.000	0.080	1.000	N	0.373
15822	15823	b1703	b1704	ydiA	aroH	FALSE	0.168	157.000	0.165	1.000		0.317
15823	15824	b1704	b1705	aroH	ydiE	FALSE	0.091	132.000	0.054	NA	N	0.306
15825	15826	b1706	b1707	ydiU	ydiV	FALSE	0.015	63.000	0.031	NA		0.097
15826	15827	b1707	b1708	ydiV	nlpC	FALSE	0.016	247.000	0.000	NA	N	0.265
15827	15828	b1708	b1709	nlpC	btuD	FALSE	0.010	78.000	0.000	NA	N	0.204
15828	15829	b1709	b1710	btuD	btuE	TRUE	0.982	0.000	0.000	1.000	N	0.630
15829	15830	b1710	b1711	btuE	btuC	FALSE	0.015	63.000	0.084	1.000	N	-0.177
15830	15831	b1711	b1712	btuC	ihfA	FALSE	0.007	101.000	0.023	1.000	N	-0.390
15831	15832	b1712	b1713	ihfA	pheT	TRUE	0.971	5.000	0.208	1.000	N	0.425
15832	15833	b1713	b1714	pheT	pheS	TRUE	0.998	15.000	0.574	0.001	Y	0.610
15833	15834	b1714	b1715	pheS	pheM	FALSE	0.002	284.000	0.000	NA		0.113
15834	15835	b1715	b1716	pheM	rplT	FALSE	0.028	123.000	0.000	NA		0.230
15835	15836	b1716	b1717	rplT	rpmI	TRUE	0.993	53.000	0.928	0.013	Y	0.916
15836	15837	b1717	b1718	rpmI	infC	TRUE	0.951	97.000	0.652	1.000	Y	0.781
15837	15838	b1718	b1719	infC	thrS	TRUE	0.992	4.000	0.186	1.000	Y	0.465
1936574	1936577	b4494	b4535	arpB	yniD	FALSE	0.132	172.000	0.000	NA		0.398
15841	15842	b1723	b1724	pfkB	ydiZ	TRUE	0.658	101.000	0.000	NA		0.775
15842	15843	b1724	b1725	ydiZ	yniA	TRUE	0.649	106.000	0.000	NA		0.794
15845	15846	b1727	b1728	yniC	ydjM	FALSE	0.004	163.000	0.068	NA		0.106
15846	15847	b1728	b1729	ydjM	ydjN	FALSE	0.005	133.000	0.102	NA		-0.139
15848	15849	b1730	b1731	ydjO	cedA	FALSE	0.017	289.000	0.000	NA		0.273
15851	15852	b1733	b1734	chbG	chbF	TRUE	0.986	13.000	0.429	0.020		0.438
15852	15853	b1734	b1735	chbF	chbR	TRUE	0.763	105.000	0.625	1.000	N	0.486
15853	15854	b1735	b1736	chbR	chbA	TRUE	0.982	8.000	0.727	1.000	N	0.328
15854	15855	b1736	b1737	chbA	chbC	TRUE	0.950	51.000	0.833	0.012	Y	0.240
15855	15856	b1737	b1738	chbC	chbB	TRUE	0.887	85.000	0.500	0.012	Y	0.405
15856	15857	b1738	b1739	chbB	osmE	FALSE	0.016	299.000	0.000	1.000		0.254
15858	15859	b1740	b1741	nadE	ydjQ	FALSE	0.002	230.000	0.010	1.000	N	-0.063
15860	15861	b1742	b1743	b1742	spy	FALSE	0.003	203.000	0.028	NA		0.116
15861	15862	b1743	b1744	spy	astE	FALSE	0.051	330.000	0.000	NA	N	0.400
15862	15863	b1744	b1745	astE	astB	TRUE	0.993	-7.000	0.126	1.000	Y	0.824
15863	15864	b1745	b1746	astB	astD	TRUE	0.993	-3.000	0.306	1.000	N	0.902
15864	15865	b1746	b1747	astD	astA	TRUE	0.991	-3.000	0.179	1.000	N	0.884
15865	15866	b1747	b1748	astA	astC	TRUE	0.998	-3.000	0.625	1.000	Y	0.902
15867	15868	b1749	b1750	xthA	ydjX	FALSE	0.004	167.000	0.016	NA		-0.021
15868	15869	b1750	b1751	ydjX	ydjY	TRUE	0.983	5.000	0.083	NA		0.618
15869	15870	b1751	b1752	ydjY	ydjZ	TRUE	0.975	15.000	0.174	NA		0.587
15870	15871	b1752	b1753	ydjZ	ynjA	TRUE	0.948	0.000	0.087	NA		0.409
15871	15872	b1753	b1754	ynjA	b1754	TRUE	0.953	10.000	0.032	NA		0.468
15872	15873	b1754	b1755	b1754	ynjC	TRUE	0.977	-27.000	0.627	0.059		0.395
15873	15874	b1755	b1756	ynjC	ynjD	TRUE	0.986	0.000	0.602	1.000		0.390
15874	15875	b1756	b1757	ynjD	b1757	FALSE	0.565	67.000	0.111	1.000		0.430
15880	15881	b1762	b1763	b1762	topB	FALSE	0.006	128.000	0.000	NA		0.063
15881	15882	b1763	b1764	topB	selD	TRUE	0.978	5.000	0.041	1.000	N	0.575
15882	15883	b1764	b1765	selD	ydjA	FALSE	0.558	117.000	0.033	1.000	N	0.652
15884	15885	b1766	b1767	sppA	ansA	FALSE	0.419	167.000	0.113	1.000	N	0.561
15885	15886	b1767	b1768	ansA	ydjB	TRUE	0.980	11.000	0.040	1.000	N	0.672
15887	15888	b1769	b1770	ydjE	ydjF	FALSE	0.464	117.000	0.125	1.000	Y	0.306
15888	15889	b1770	b1771	ydjF	ydjG	FALSE	0.198	137.000	0.269	1.000	N	0.232
15889	15890	b1771	b1772	ydjG	b1772	TRUE	0.980	10.000	0.269	1.000	N	0.467
15890	15891	b1772	b1773	b1772	ydjI	TRUE	0.996	5.000	0.368	1.000	Y	0.573
15891	15892	b1773	b1774	ydjI	ydjJ	TRUE	0.965	21.000	0.194	0.017	N	0.476
15892	15893	b1774	b1775	ydjJ	ydjK	TRUE	0.971	17.000	0.167	1.000	N	0.585
15893	15894	b1775	b1776	ydjK	ydjL	TRUE	0.940	27.000	0.250	1.000	N	0.485
15894	15895	b1776	b1777	ydjL	b1777	FALSE	0.001	370.000	0.000	NA		0.006
15895	15896	b1777	b1778	b1777	yeaA	TRUE	0.949	42.000	0.216	NA		0.914
15897	15898	b1779	b1780	gapA	yeaD	TRUE	0.878	84.000	0.154	1.000	Y	0.655
15899	15900	b1781	b1782	yeaE	mipA	FALSE	0.008	90.000	0.067	NA		-0.163
15901	15902	b1783	b1784	yeaG	yeaH	TRUE	0.883	113.000	0.683	NA		0.914
15902	15903	b1784	b1785	yeaH	yeaI	FALSE	0.286	147.000	0.000	NA		0.466
15903	15904	b1785	b1786	yeaI	yeaJ	FALSE	0.399	181.000	0.000	0.005	Y	0.335
15904	15905	b1786	b1787	yeaJ	yeaK	FALSE	0.034	43.000	0.083	NA		0.066
15909	15910	b1791	b1792	yeaN	yeaO	FALSE	0.022	55.000	0.007	NA		0.200
15912	7497351	b1794	b4676	yeaP	yoaK	TRUE	0.780	33.000	0.222	NA		NA
7497351	7497352	b4676	b4675	yoaK	yoaJ	TRUE	0.865	3.000	0.000	NA		NA
15913	15914	b1795	b1796	yeaQ	yoaG	FALSE	0.012	148.000	0.000	NA		0.215
15914	15915	b1796	b1797	yoaG	yeaR	TRUE	0.985	4.000	0.000	NA		0.727
15915	15916	b1797	b1798	yeaR	yeaS	FALSE	0.003	173.000	0.000	NA	N	0.088
15916	15917	b1798	b1799	yeaS	yeaT	FALSE	0.006	127.000	0.000	1.000	N	0.098
15918	15919	b1800	b1801	yeaU	yeaV	FALSE	0.303	191.000	0.333	1.000	N	0.404
15919	15920	b1801	b1802	yeaV	yeaW	TRUE	0.904	32.000	0.000	1.000	N	0.583
15920	15921	b1802	b1803	yeaW	yeaX	TRUE	0.776	56.000	0.043	0.058	N	0.480
15922	15923	b1804	b1805	rnd	fadD	FALSE	0.012	70.000	0.115	1.000	N	0.011
15923	15924	b1805	b1806	fadD	yeaY	FALSE	0.327	205.000	0.169	1.000	N	0.513
15924	15925	b1806	b1807	yeaY	yeaZ	FALSE	0.038	40.000	0.024	1.000	N	0.192
15925	15926	b1807	b1808	yeaZ	yoaA	TRUE	0.693	58.000	0.082	1.000	N	0.478
15927	15928	b1809	b1810	b1809	yoaC	FALSE	0.001	422.000	0.000	NA		-0.315
15930	15931	b1812	b1813	pabB	yeaB	TRUE	0.939	4.000	0.116	1.000		0.363
15931	15932	b1813	b1814	yeaB	sdaA	FALSE	0.139	184.000	0.409	1.000		0.132
15932	15933	b1814	b1815	sdaA	b1815	FALSE	0.217	131.000	0.389	NA	N	0.178
15935	15936	b1817	b1818	manX	manY	TRUE	0.949	63.000	0.000	0.013	Y	0.927
15936	15937	b1818	b1819	manY	manZ	TRUE	0.999	4.000	0.939	0.013	Y	0.897
15937	15938	b1819	b1820	manZ	yobD	TRUE	0.903	55.000	0.755	NA		0.453
15938	15939	b1820	b1821	yobD	b1821	FALSE	0.001	429.000	0.000	NA		0.173
15940	15941	b1822	b1823	rrmA	cspC	FALSE	0.004	166.000	0.038	1.000		-0.026
15941	15942	b1823	b1824	cspC	yobF	TRUE	0.988	13.000	0.214	NA		0.834
15942	15943	b1824	b1825	yobF	yebO	FALSE	0.001	670.000	0.000	NA		0.030
15943	15944	b1825	b1826	yebO	yobG	TRUE	0.819	75.000	0.500	NA		0.517
15947	15948	b1829	b1830	htpX	prc	FALSE	0.055	192.000	0.042	0.023	N	0.178
15948	1936604	b1830	b1831	prc	proQ	TRUE	0.981	20.000	0.304	NA	N	0.704
1936604	15950	b1831	b1832	proQ	yebR	TRUE	0.819	97.000	0.081	NA	Y	0.648
15951	15952	b1833	b1834	yebS	yebT	TRUE	0.948	-31.000	0.840	NA		0.260
15952	15953	b1834	b1835	yebT	yebU	FALSE	0.496	80.000	0.420	NA		0.297
15953	15954	b1835	b1836	yebU	yebV	FALSE	0.006	118.000	0.121	NA		-0.166
15954	15955	b1836	b1837	yebV	yebW	TRUE	0.789	105.000	0.353	NA		0.681
1936612	15957	b4433	b1839	ryeB	yebY	FALSE	0.010	81.000	0.000	NA		-0.429
15957	15958	b1839	b1840	yebY	yebZ	TRUE	0.994	13.000	0.704	NA		0.704
15958	15959	b1840	b1841	yebZ	yobA	TRUE	0.996	4.000	0.613	1.000		0.689
15960	15961	b1842	b1843	holE	yobB	FALSE	0.171	102.000	0.222	1.000		0.172
15961	15962	b1843	b1844	yobB	exoX	TRUE	0.919	24.000	0.500	1.000		0.305
15963	15964	b1845	b1846	ptrB	yebE	FALSE	0.034	209.000	0.092	NA		0.237
15964	15965	b1846	b1847	yebE	yebF	FALSE	0.064	327.000	0.028	NA		0.420
15965	15966	b1847	b1848	yebF	yebG	TRUE	0.760	67.000	0.027	NA		0.732
15968	15969	b1850	b1851	eda	edd	TRUE	0.985	37.000	0.523	1.000	Y	0.598
15969	15970	b1851	b1852	edd	zwf	FALSE	0.092	235.000	0.041	1.000	Y	0.143
15971	15972	b1853	b1854	yebK	pykA	FALSE	0.062	128.000	0.071	1.000	N	0.228
15973	15974	b1855	b1856	lpxM	yebA	TRUE	0.775	120.000	0.299	1.000	Y	0.474
15974	15975	b1856	b1857	yebA	yebL	TRUE	0.978	16.000	0.131	1.000	N	0.692
15976	15977	b1858	b1859	znuC	znuB	TRUE	0.998	-3.000	0.755	0.084	Y	0.533
15978	15979	b1860	b1861	ruvB	ruvA	TRUE	0.998	9.000	0.549	0.001	Y	0.586
15979	7497353	b1861	b4677	ruvA	yobI	FALSE	0.102	139.000	0.000	NA		NA
15981	15982	b1863	b1864	ruvC	yebC	TRUE	0.957	35.000	0.277	NA		0.684
15982	15983	b1864	b1865	yebC	nudB	TRUE	0.949	29.000	0.035	NA		0.879
15983	15984	b1865	b1866	nudB	aspS	TRUE	0.652	118.000	0.050	1.000	N	0.853
15985	15986	b1867	b1868	yecD	yecE	TRUE	0.972	-3.000	0.089	NA		0.529
15986	15987	b1868	b1869	yecE	yecN	FALSE	0.227	53.000	0.126	NA		0.193
15987	15988	b1869	b1870	yecN	yecO	TRUE	0.820	41.000	0.089	NA		0.481
15988	15989	b1870	b1871	yecO	yecP	TRUE	0.988	-3.000	0.315	NA		0.584
15990	15991	b1872	b1873	bisZ	torY	TRUE	0.974	25.000	0.481	0.058	Y	0.274
15991	1936619	b1873	b1874	torY	cutC	FALSE	0.001	388.000	0.000	1.000	N	0.098
1936619	15993	b1874	b1875	cutC	yecM	TRUE	0.833	14.000	0.057	1.000		0.329
15994	15995	b1876	b1877	argS	yecT	FALSE	0.003	177.000	0.000	NA		0.145
15996	15997	b1878	b1879	flhE	flhA	TRUE	0.992	0.000	0.158	0.002		0.591
15997	15998	b1879	b1880	flhA	flhB	TRUE	0.997	-7.000	0.287	0.007	Y	0.730
15998	15999	b1880	b1881	flhB	cheZ	FALSE	0.441	202.000	0.000	1.000	Y	0.489
15999	16000	b1881	b1882	cheZ	cheY	TRUE	0.994	11.000	0.000	1.000	Y	0.829
16000	16001	b1882	b1883	cheY	cheB	TRUE	0.994	15.000	0.000	0.011	Y	0.812
16001	16002	b1883	b1884	cheB	cheR	TRUE	0.994	3.000	0.025	1.000	Y	0.736
16002	16003	b1884	b1885	cheR	tap	TRUE	0.992	19.000	0.188	1.000	Y	0.799
16003	16004	b1885	b1886	tap	tar	TRUE	0.986	46.000	0.235	0.001	Y	0.807
16004	16005	b1886	b1887	tar	cheW	TRUE	0.857	145.000	0.043	0.004	Y	0.874
16005	16006	b1887	b1888	cheW	cheA	TRUE	0.997	21.000	0.447	0.003	Y	0.900
16006	16007	b1888	b1889	cheA	motB	TRUE	0.999	5.000	0.913	1.000	Y	0.887
16007	16008	b1889	b1890	motB	motA	TRUE	0.998	-3.000	0.429	1.000	Y	0.815
16008	16009	b1890	b1891	motA	flhC	TRUE	0.695	127.000	0.408	1.000		0.540
16009	16010	b1891	b1892	flhC	flhD	TRUE	0.993	3.000	0.000	0.001		0.820
16010	16011	b1892	b1893	flhD	insB-5	FALSE	0.021	321.000	0.000	0.062		0.161
16011	16012	b1893	b1894	insB-5	insA-5	TRUE	0.989	-81.000	0.000	0.013	Y	0.697
16014	16015	b1896	b1897	otsA	otsB	TRUE	0.994	-25.000	0.068	0.001	Y	0.851
16015	1936623	b1897	b4460	otsB	araH	FALSE	0.276	167.000	0.037	1.000	Y	0.312
1936623	16017	b4460	b1900	araH	araG	TRUE	0.998	15.000	0.451	0.002	Y	0.789
16017	16018	b1900	b1901	araG	araF	TRUE	0.986	70.000	0.917	0.002	Y	0.778
16020	7497354	b4537	b4663	b1903	azuC	FALSE	0.227	115.000	0.154	NA		NA
16021	16022	b1904	b1905	yecR	ftn	FALSE	0.004	171.000	0.000	NA		0.056
16025	1936626	b1908	b1909	yecA	leuZ	FALSE	0.054	196.000	0.000	NA		0.324
1936626	1936627	b1909	b1910	leuZ	cysT	TRUE	0.981	13.000	0.000	NA		0.867
1936627	1936628	b1910	b1911	cysT	glyW	FALSE	0.334	55.000	0.000	NA		NA
1936628	16026	b1911	b1912	glyW	pgsA	FALSE	0.088	152.000	0.000	NA		NA
16026	16027	b1912	b1913	pgsA	uvrC	FALSE	0.168	57.000	0.227	1.000	N	-0.069
16027	16028	b1913	b1914	uvrC	uvrY	TRUE	0.986	-3.000	0.086	0.022	N	0.583
16030	16031	b1916	b1917	sdiA	yecC	FALSE	0.002	230.000	0.071	1.000	N	-0.035
16031	16032	b1917	b1918	yecC	yecS	TRUE	0.992	-3.000	0.150	1.000	Y	0.544
16032	16033	b1918	b1919	yecS	yedO	TRUE	0.990	15.000	0.050	1.000	Y	0.732
16033	16034	b1919	b1920	yedO	fliY	TRUE	0.924	105.000	0.469	1.000	Y	0.708
16034	16035	b1920	b1921	fliY	fliZ	FALSE	0.540	88.000	0.280	1.000		0.406
16035	16036	b1921	b1922	fliZ	fliA	TRUE	0.928	46.000	0.108	1.000		0.914
16036	16037	b1922	b1923	fliA	fliC	FALSE	0.254	321.000	0.012	1.000	N	0.810
16038	16039	b1924	b1925	fliD	fliS	TRUE	0.995	25.000	0.284	0.002	Y	0.910
16039	16040	b1925	b1926	fliS	fliT	TRUE	0.995	0.000	0.324	1.000		0.846
16040	16041	b1926	b1927	fliT	amyA	FALSE	0.140	78.000	0.115	1.000		0.203
16043	16044	b1929	b1930	yedE	yedF	TRUE	0.996	-3.000	0.844	NA		0.781
16044	1936633	b1930	b1931	yedF	yedK	FALSE	0.007	109.000	0.000	NA		-0.185
1936633	16046	b1931	b1932	yedK	yedL	FALSE	0.253	111.000	0.000	NA		0.414
16052	16053	b1938	b1939	fliF	fliG	TRUE	0.997	-7.000	0.220	0.005	Y	0.839
16053	16054	b1939	b1940	fliG	fliH	TRUE	0.995	-7.000	0.000	0.003	Y	0.818
16054	16055	b1940	b1941	fliH	fliI	TRUE	0.997	0.000	0.000	0.003	Y	0.765
16055	16056	b1941	b1942	fliI	fliJ	TRUE	0.992	19.000	0.006	0.006	Y	0.792
16056	16057	b1942	b1943	fliJ	fliK	TRUE	0.998	-3.000	0.317	0.005	Y	0.861
